url,name,sex,region,weiboCount,foucsCount,fensCount
https://weibo.cn/u/6614924095,衡池裁 男/辽宁,男,辽宁         ,0,60,1
https://weibo.cn/u/6614924091,锦元元26302 男/其他,男,其他         ,0,60,1
https://weibo.cn/u/5584336477,红白色的1a哦 男/广东,男,广东          Arsenal 🔴⚪️,60,323,77
https://weibo.cn/u/6614923690,余生我宠你17560 男/其他,男,其他         ,0,320,1
https://weibo.cn/u/5945368292,用户5945368292 男/其他,男,其他         ,1,62,1
https://weibo.cn/u/6614276090,用户6614276090 女/其他,女,其他         ,0,61,1
https://weibo.cn/u/6614924045,用户6614924045 女/广西,女,广西         ,0,60,1
https://weibo.cn/u/1913114715,johnnywangus,男,"海外          ETL工程者, 大数据之游侠.善乾坤大挪移, 执手中数行sql即将亿...",184,607,133
https://weibo.cn/u/5150701108,你是对的丫头 男/四川,男,四川         ,10,80,25
https://weibo.cn/u/5742722190,Imprfessor 男/其他,男,其他         ,9,83,29
https://weibo.cn/u/6614924164,e6viyk80141 女/其他,女,其他         ,0,61,1
https://weibo.cn/u/5579458473,安澜lyn,女,山东          不以物喜，不以己悲,59,226,63
https://weibo.cn/u/6614924210,用户6614924210 女/四川,女,四川         ,0,61,1
https://weibo.cn/u/6614440096,_RyanQiao259695 女/四川,女,四川         ,0,60,1
https://weibo.cn/u/6614440092,臧璩恋 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/6614924147,叶飞乐77321 男/其他,男,其他         ,0,60,1
https://weibo.cn/u/1571095775,sally朝朝暮暮 女/黑龙江,女,黑龙江          若选错了路，要勇敢转身...,1220,1402,313
https://weibo.cn/u/6614924193,_milchcow 女/湖南,女,湖南         ,0,60,1
https://weibo.cn/u/6446068403,用户6446068403 男/其他,男,其他         ,0,81,4
https://weibo.cn/u/6614924095,衡池裁 男/辽宁,男,辽宁         ,0,60,1
https://weibo.cn/u/6614440214,用户6614440214 女/吉林,女,吉林         ,0,61,1
https://weibo.cn/u/5140919701,Ww-dennis 男/海外,男,海外         ,21,30,111
https://weibo.cn/u/6607041099,用户6607041099 男/其他,男,其他         ,0,61,1
https://weibo.cn/u/6614924392,用户6614924392 女/海外,女,海外         ,0,60,1
https://weibo.cn/u/6614924299,用户6614924299 男/其他,男,其他         ,0,60,1
https://weibo.cn/u/6367390498,晓晴199408 女/天津,女,天津          。。,0,74,2
https://weibo.cn/u/6614440191,PZR王俊凯__Carry 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/6614439490,白狐儿脸531 女/福建,女,福建         ,0,60,1
https://weibo.cn/u/6614440196,通郜连瓜 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/2776066141,吴昌尧 男/其他,男,其他         ,494,47,110
https://weibo.cn/u/6614924495,萧邓郑砸 女/广东,女,广东         ,0,60,1
https://weibo.cn/u/6536724678,HelloBetty2018 女/江苏,女,江苏         ,45,648,83
https://weibo.cn/u/6614440298,明Bs_jeasonzhao 女/广东,女,广东         ,0,60,1
https://weibo.cn/u/6614440296,用户6614440296 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/6614440214,用户6614440214 女/吉林,女,吉林         ,0,61,1
https://weibo.cn/u/5140919701,Ww-dennis 男/海外,男,海外         ,21,30,111
https://weibo.cn/u/6607041099,用户6607041099 男/其他,男,其他         ,0,61,1
https://weibo.cn/u/6614924392,用户6614924392 女/海外,女,海外         ,0,60,1
https://weibo.cn/u/6614924299,用户6614924299 男/其他,男,其他         ,0,60,1
https://weibo.cn/u/6367390498,晓晴199408 女/天津,女,天津          。。,0,74,2
https://weibo.cn/u/6614924399,祭风桀台92765 男/其他,男,其他         ,0,62,1
https://weibo.cn/u/1834962860,meilicc 女/广东,女,广东         ,1173,214,82
https://weibo.cn/u/6614924497,禄阮倪匈 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/6614924498,用户6614924498 男/江苏,男,江苏         ,0,60,1
https://weibo.cn/u/6614924495,萧邓郑砸 女/广东,女,广东         ,0,60,1
https://weibo.cn/u/6536724678,HelloBetty2018 女/江苏,女,江苏         ,45,648,83
https://weibo.cn/u/6614440298,明Bs_jeasonzhao 女/广东,女,广东         ,0,60,1
https://weibo.cn/u/6614440296,用户6614440296 男/广东,男,广东         ,0,60,1
https://weibo.cn/u/6614440214,用户6614440214 女/吉林,女,吉林         ,0,61,1
https://weibo.cn/u/5140919701,Ww-dennis 男/海外,男,海外         ,21,30,111
https://weibo.cn/u/6385294261,用户6385294261 男/山西,男,山西         ,0,61,1
https://weibo.cn/u/1671758054,福慧郭 女/广东,女,广东          身似微尘，心如虚空。,127,97,84
https://weibo.cn/u/6614924396,我係香港人77 女/香港,女,香港         ,0,60,1
https://weibo.cn/u/6442170499,小幸运0368 女/其他,女,其他         ,0,63,1
https://weibo.cn/u/6614440492,用户6614440492 男/其他,男,其他         ,0,62,1
https://weibo.cn/u/6614440390,用户6614440390 女/内蒙古,女,内蒙古         ,0,61,1
https://weibo.cn/u/2135742833,独一无二ling 女/上海,女,上海          失望只有两种可能：选错了人，或是怀有不该有的期待,32,209,68
https://weibo.cn/u/6614440338,路绅809 男/其他,男,其他         ,0,62,1
https://weibo.cn/u/5039999865,我在北大等你们 男/安徽,男,安徽          伸出指尖,46,26,164
